id,condition,slider_value,hypothesis,hypothesis_type,slider_value_normalized,outcome,browser,browser_width,browser_height,screen_width,screen_height,mobile_device,about,why_action,comment,age,gender,first_language,experiment_time,action_trial_time,manip_check_score,social_condition,action_response
50,learning,10,button,prior,0.089,music,chrome,1853,974,1920,1080,FALSE,to see how creative we are and how we problem solve?,"doing two things at once would be one action, so i chose that.","nope, thanks!",23,m,english,248.294,41.892,3,social,both
50,learning,20,handle,prior,0.179,music,chrome,1853,974,1920,1080,FALSE,to see how creative we are and how we problem solve?,"doing two things at once would be one action, so i chose that.","nope, thanks!",23,m,english,248.294,41.892,3,social,both
51,performance,85,handle,prior,0.341,light,chrome,1150,600,1200,800,FALSE,not sure,i felt it was appropriate,no,35,m,english,195.491,10.072,2,no-social,button
51,performance,79,button,prior,0.317,light,chrome,1150,600,1200,800,FALSE,not sure,i felt it was appropriate,no,35,m,english,195.491,10.072,2,no-social,button
51,performance,85,both,prior,0.341,light,chrome,1150,600,1200,800,FALSE,not sure,i felt it was appropriate,no,35,m,english,195.491,10.072,2,no-social,button
52,presentation,51,handle,prior,0.411,light,chrome,1853,949,1920,1080,FALSE,i'm not sure,i wanted to have both effects playing,no,31,m,english,181.633,19.855,3,social,both
52,presentation,50,button,prior,0.403,light,chrome,1853,949,1920,1080,FALSE,i'm not sure,i wanted to have both effects playing,no,31,m,english,181.633,19.855,3,social,both
52,presentation,23,both,prior,0.185,light,chrome,1853,949,1920,1080,FALSE,i'm not sure,i wanted to have both effects playing,no,31,m,english,181.633,19.855,3,social,both
53,nogoal,86,handle,prior,0.528,music,chrome,1533,794,1600,900,FALSE,data collection,i thought it would tell me exactly what toy it was,none,24,f,english,174.692,34.5,2,social,both
53,nogoal,38,button,prior,0.233,music,chrome,1533,794,1600,900,FALSE,data collection,i thought it would tell me exactly what toy it was,none,24,f,english,174.692,34.5,2,social,both
53,nogoal,39,both,prior,0.239,music,chrome,1533,794,1600,900,FALSE,data collection,i thought it would tell me exactly what toy it was,none,24,f,english,174.692,34.5,2,social,both
54,performance,100,button,prior,0.667,light,chrome,1230,600,1280,1024,FALSE,"it was to determine if the actions by a toy should be performed either by the press of a button, a pull, or both. ",i think technology is advancing and people are turning on lights at the press of a button. ,no,35,female,english,558.905,114.069,3,social,button
54,performance,49,handle,prior,0.327,light,chrome,1230,600,1280,1024,FALSE,"it was to determine if the actions by a toy should be performed either by the press of a button, a pull, or both. ",i think technology is advancing and people are turning on lights at the press of a button. ,no,35,female,english,558.905,114.069,3,social,button
54,performance,1,both,prior,0.007,light,chrome,1230,600,1280,1024,FALSE,"it was to determine if the actions by a toy should be performed either by the press of a button, a pull, or both. ",i think technology is advancing and people are turning on lights at the press of a button. ,no,35,female,english,558.905,114.069,3,social,button
55,learning,2,both,prior,0.019,light,chrome,1299,662,1366,768,FALSE,"decisions making, problem solving.",people (kids) are more likely to pull first.,"great survey, it's fun.",27,m,english,667.119,48.426,3,no-social,handle
55,learning,18,handle,prior,0.167,light,chrome,1299,662,1366,768,FALSE,"decisions making, problem solving.",people (kids) are more likely to pull first.,"great survey, it's fun.",27,m,english,667.119,48.426,3,no-social,handle
55,learning,88,button,prior,0.815,light,chrome,1299,662,1366,768,FALSE,"decisions making, problem solving.",people (kids) are more likely to pull first.,"great survey, it's fun.",27,m,english,667.119,48.426,3,no-social,handle
56,performance,54,handle,prior,0.4,music,chrome,1836,600,1920,1200,FALSE,paying attention to which toy was which.,i thought that was the one that would play music and shine the light when the handle was pulled and the button pressed at the same time.,everything worked ok.,41,m,english,323.476,27.559,3,social,both
56,performance,45,button,prior,0.333,music,chrome,1836,600,1920,1200,FALSE,paying attention to which toy was which.,i thought that was the one that would play music and shine the light when the handle was pulled and the button pressed at the same time.,everything worked ok.,41,m,english,323.476,27.559,3,social,both
56,performance,36,both,prior,0.267,music,chrome,1836,600,1920,1200,FALSE,paying attention to which toy was which.,i thought that was the one that would play music and shine the light when the handle was pulled and the button pressed at the same time.,everything worked ok.,41,m,english,323.476,27.559,3,social,both
57,presentation,31,handle,prior,0.252,music,chrome,1299,637,1366,768,FALSE,not a clue.,"after reading, i selected what i thought was correct.",no.,42,f,english,170.682,16.461,2,social,both
57,presentation,31,both,prior,0.252,music,chrome,1299,637,1366,768,FALSE,not a clue.,"after reading, i selected what i thought was correct.",no.,42,f,english,170.682,16.461,2,social,both
57,presentation,61,button,prior,0.496,music,chrome,1299,637,1366,768,FALSE,not a clue.,"after reading, i selected what i thought was correct.",no.,42,f,english,170.682,16.461,2,social,both
58,presentation,22,button,prior,0.328,music,firefox,1870,600,960,600,FALSE,probabilities,seemed most likely to do something.,,33,m,english,129.18,12.127,3,social,both
58,presentation,22,handle,prior,0.328,music,firefox,1870,600,960,600,FALSE,probabilities,seemed most likely to do something.,,33,m,english,129.18,12.127,3,social,both
58,presentation,23,both,prior,0.343,music,firefox,1870,600,960,600,FALSE,probabilities,seemed most likely to do something.,,33,m,english,129.18,12.127,3,social,both
59,learning,13,both,prior,0.095,light,chrome,709,866,1280,1024,FALSE,how people assess and apply information ,i thought pushing a button would be more suitable for turning on a light.,no,41,m,english ,184.638,37.491,3,social,handle
59,learning,24,handle,prior,0.175,light,chrome,709,866,1280,1024,FALSE,how people assess and apply information ,i thought pushing a button would be more suitable for turning on a light.,no,41,m,english ,184.638,37.491,3,social,handle
59,learning,100,button,prior,0.73,light,chrome,709,866,1280,1024,FALSE,how people assess and apply information ,i thought pushing a button would be more suitable for turning on a light.,no,41,m,english ,184.638,37.491,3,social,handle
60,performance,63,handle,prior,0.406,music,chrome,822,600,2560,1080,FALSE,x,x,x,25,m,e,37.802,6.124,2,social,handle
60,performance,34,button,prior,0.219,music,chrome,822,600,2560,1080,FALSE,x,x,x,25,m,e,37.802,6.124,2,social,handle
60,performance,58,both,prior,0.374,music,chrome,822,600,2560,1080,FALSE,x,x,x,25,m,e,37.802,6.124,2,social,handle
61,learning,96,handle,prior,0.505,music,chrome,1299,662,1366,768,FALSE,choices ,if you do both at the same time you can see if the light and music come on.,n/a,23,m,english,221.43,21.767,3,no-social,both
61,learning,87,both,prior,0.458,music,chrome,1299,662,1366,768,FALSE,choices ,if you do both at the same time you can see if the light and music come on.,n/a,23,m,english,221.43,21.767,3,no-social,both
61,learning,7,button,prior,0.037,music,chrome,1299,662,1366,768,FALSE,choices ,if you do both at the same time you can see if the light and music come on.,n/a,23,m,english,221.43,21.767,3,no-social,both
62,learning,78,button,prior,0.467,music,chrome,1373,794,1440,900,FALSE,how we view a toy,went with my gut and thought it was logical,no,29,male,english,346.259,6.255,3,no-social,handle
62,learning,26,handle,prior,0.156,music,chrome,1373,794,1440,900,FALSE,how we view a toy,went with my gut and thought it was logical,no,29,male,english,346.259,6.255,3,no-social,handle
62,learning,63,both,prior,0.377,music,chrome,1373,794,1440,900,FALSE,how we view a toy,went with my gut and thought it was logical,no,29,male,english,346.259,6.255,3,no-social,handle
63,presentation,51,button,prior,0.415,music,firefox,1074,600,1143,858,FALSE,decision making,it would make the toy do both actions,,32,m,english,147.944,15.079,3,social,both
63,presentation,53,handle,prior,0.431,music,firefox,1074,600,1143,858,FALSE,decision making,it would make the toy do both actions,,32,m,english,147.944,15.079,3,social,both
63,presentation,19,both,prior,0.154,music,firefox,1074,600,1143,858,FALSE,decision making,it would make the toy do both actions,,32,m,english,147.944,15.079,3,social,both
64,nogoal,1,both,prior,0.009,music,chrome,1316,629,1366,768,FALSE,cognitive thinking i suppose?,because i thought it would be music and i wanted to see if it was labeled in a certain way,was just fine,37,m,english,218.268,41.532,3,no-social,button
64,nogoal,31,handle,prior,0.265,music,chrome,1316,629,1366,768,FALSE,cognitive thinking i suppose?,because i thought it would be music and i wanted to see if it was labeled in a certain way,was just fine,37,m,english,218.268,41.532,3,no-social,button
64,nogoal,85,button,prior,0.726,music,chrome,1316,629,1366,768,FALSE,cognitive thinking i suppose?,because i thought it would be music and i wanted to see if it was labeled in a certain way,was just fine,37,m,english,218.268,41.532,3,no-social,button
65,learning,86,handle,prior,0.424,light,chrome,735,668,1600,900,FALSE,how people figure things out,it seemed the most likely to be successful,,37,f,english,192.637,29.105,2,social,button
65,learning,33,button,prior,0.163,light,chrome,735,668,1600,900,FALSE,how people figure things out,it seemed the most likely to be successful,,37,f,english,192.637,29.105,2,social,button
65,learning,84,both,prior,0.414,light,chrome,735,668,1600,900,FALSE,how people figure things out,it seemed the most likely to be successful,,37,f,english,192.637,29.105,2,social,button
66,performance,51,both,prior,0.338,music,chrome,1299,637,1366,768,FALSE,how people relate functions on machines,it just seemed likely.,,35,f,english,365.381,159.014,3,social,button
66,performance,50,handle,prior,0.331,music,chrome,1299,637,1366,768,FALSE,how people relate functions on machines,it just seemed likely.,,35,f,english,365.381,159.014,3,social,button
66,performance,50,button,prior,0.331,music,chrome,1299,637,1366,768,FALSE,how people relate functions on machines,it just seemed likely.,,35,f,english,365.381,159.014,3,social,button
67,learning,31,both,prior,0.32,music,chrome,1299,600,1366,768,FALSE,problem solving ability,i knew pulling and pushing at the same time would only reveal if it was not the thir label,,36,f,english,388.016,83.999,3,social,button
67,learning,32,button,prior,0.33,music,chrome,1299,600,1366,768,FALSE,problem solving ability,i knew pulling and pushing at the same time would only reveal if it was not the thir label,,36,f,english,388.016,83.999,3,social,button
67,learning,34,handle,prior,0.351,music,chrome,1299,600,1366,768,FALSE,problem solving ability,i knew pulling and pushing at the same time would only reveal if it was not the thir label,,36,f,english,388.016,83.999,3,social,button
68,learning,83,button,prior,0.335,light,chrome,1165,600,1536,864,FALSE,n/a,play music,thank you,35,male,english,420.298,6.008,2,no-social,handle
68,learning,82,both,prior,0.331,light,chrome,1165,600,1536,864,FALSE,n/a,play music,thank you,35,male,english,420.298,6.008,2,no-social,handle
68,learning,83,handle,prior,0.335,light,chrome,1165,600,1536,864,FALSE,n/a,play music,thank you,35,male,english,420.298,6.008,2,no-social,handle
69,learning,65,both,prior,0.293,light,chrome,1299,637,1366,768,FALSE,i have no idea what the task is about. ,because i thought it would help me decide which toy it was. ,i have nothing to add. ,50,f,english,267.982,35.381,3,no-social,button
